window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
48,6442281872916,6442892073389,6442910510429,29.670091311,0.3768624834348979,0.4833547401595273,0,,17.700335,18.43704,11.357572010195467,175226880,173932544,56.2,2400000.0,0
49,6442898209606,6443509864673,6443532658963,30.292239845,0.3797028262486171,0.4833547401595273,0,,22.284048,22.79429,14.465711687301946,175226880,173932544,57.3,2400000.0,0
50,6443516830207,6444128026439,6444147170943,30.906751825,0.374060479243433,0.4833547401595273,0,,18.572447,19.144504,13.018678343712066,175226880,173932544,56.75,2400000.0,0
51,6444133905544,6444745709758,6444765441060,31.525021942,0.37261654915396986,0.4833547401595273,0,,19.180208,19.731302,12.93931700511042,175226880,173932544,56.75,2400000.0,0
52,6444753835017,6445363373188,6445388226631,32.147807513,0.3711297545503761,0.4833547401595273,0,,23.946478,24.853443,11.239839385906262,175226880,173932544,56.75,1800000.0,0
53,6445367992105,6445981597729,6446008997011,32.768577893,0.3711611811049323,0.4833547401595273,0,,26.698502,27.399282,16.108954524811864,175226880,173932544,57.3,1800000.0,0
54,6445986515888,6446599466510,6446625703344,33.385284226,0.3719258013982921,0.4833547401595273,0,,25.681907,26.236834,12.972131530411506,175226880,173932544,56.75,1700000.0,0
55,6446603850982,6447216194935,6447244072458,34.00365334,0.37592638561689035,0.4833547401595273,0,,27.219151,27.877523,14.554330605417299,175226880,173932544,56.2,1600000.0,0
56,6447225947697,6447833272675,6447863979223,34.623560105,0.37783758557291186,0.4833547401595273,0,,29.825953,30.706548,14.518170474345412,175226880,173932544,56.75,1700000.0,0
57,6447840547617,6448451815640,6448487319957,35.246900839,0.378371004315985,0.4833547401595273,0,,34.372315,35.504317,16.04280283970939,175226880,173932544,56.2,1800000.0,0
58,6448459514119,6449069142786,6449095790214,35.855371096,0.37489246620877714,0.4833547401595273,0,,25.961482,26.647428,14.791238165523184,175226880,173932544,57.3,1700000.0,0
59,6449074118500,6449686320542,6449714226417,36.473807299,0.3744288463064715,0.4833547401595273,0,,27.306447,27.905875,14.552691166594341,175226880,173932544,56.75,1700000.0,0
60,6449695625729,6450304238910,6450331813821,37.091394703,0.3692665529295402,0.4833547401595273,0,,26.70889,27.574911,12.953726431275063,175226880,173932544,56.75,1600000.0,0
61,6450309136495,6450922653519,6450949331151,37.708912033,0.3770003870800412,0.4833547401595273,0,,25.839352,26.677632,14.574479724870578,175226880,173932544,57.3,1700000.0,0
62,6450927062696,6451539663791,6451567796667,38.327377549,0.3717237829087156,0.4833547401595273,0,,27.521096,28.132876,16.16910833190817,175226880,173932544,57.3,1800000.0,0
63,6451544353394,6452157979843,6452186924424,38.946505306,0.37143018335527256,0.4833547401595273,0,,28.193987,28.944581,14.536591465246035,175226880,173932544,56.2,1700000.0,0
64,6452164856895,6452774343390,6452800556446,39.560137328,0.37297317800542285,0.4833547401595273,0,,25.313887,26.213056,13.037186323442914,175226880,173932544,56.75,1700000.0,0
