frequency_hz_observed,frequency_hz_nominal,psd_x_g2_per_hz,psd_y_g2_per_hz,psd_z_g2_per_hz,summed_xyz_psd_g2_per_hz
5.260651431520423,5.078125,5.351378552548534e-07,5.007395638128565e-07,9.668665961722039e-07,2.002744015239914e-06
5.462984178886593,5.273437499999999,4.454828657209701e-07,5.438359403447696e-07,1.0118744963303522e-06,2.001193302396092e-06
5.665316926252764,5.46875,4.363120359591994e-07,5.170517181495223e-07,9.988914643069917e-07,1.9522552184157135e-06
5.867649673618934,5.6640625,4.398181343002912e-07,5.378474741640217e-07,8.720985171517521e-07,1.8497641256160651e-06
6.069982420985104,5.859375000000001,4.90061461566529e-07,5.16384012098041e-07,1.0813322918997788e-06,2.0877777655643487e-06
6.272315168351274,6.0546875,4.795384485404748e-07,4.5948436602825214e-07,1.0943130242279477e-06,2.0333358387966746e-06
6.474647915717444,6.25,4.2756636395593237e-07,3.3026583498121216e-07,7.793607052148543e-07,1.5371929041519988e-06
6.676980663083614,6.445312499999999,4.643135202172763e-07,4.1181409538671857e-07,9.652556491360613e-07,1.8413832647400562e-06
6.879313410449784,6.640625,4.357035003428892e-07,4.6098626947976303e-07,9.956667943398596e-07,1.8923565641625118e-06
7.081646157815954,6.8359375,4.1655021447447153e-07,4.628195596161576e-07,1.0262295325321398e-06,1.905599306622769e-06
7.283978905182124,7.03125,5.870575457902247e-07,4.805878355033356e-07,9.70505669326896e-07,2.038151050620456e-06
7.486311652548295,7.2265625,6.109949177192932e-07,5.478968119993628e-07,8.538170697672429e-07,2.012708799485899e-06
7.688644399914465,7.421875,4.982452341848828e-07,4.503825186775224e-07,8.315380112052365e-07,1.7801657640676417e-06
7.890977147280635,7.6171875,4.7437511636221734e-07,4.4128972344037264e-07,1.0289424822991413e-06,1.9446073221017313e-06
8.093309894646804,7.812499999999999,5.117088144877288e-07,5.915195505636505e-07,8.357004931221137e-07,1.938928858173493e-06
8.295642642012975,8.0078125,4.1171586162277145e-07,5.307553698525701e-07,8.068171127261528e-07,1.7492883442014943e-06
8.497975389379146,8.203125,3.6342563954453956e-07,4.286543216446574e-07,9.963761329223805e-07,1.7884560941115774e-06
8.700308136745315,8.3984375,4.7440142607406376e-07,5.255099148227213e-07,1.1438147857929799e-06,2.1437261266897648e-06
8.902640884111486,8.59375,5.146879797397129e-07,4.6195120858937396e-07,9.56800962984501e-07,1.933440151313588e-06
9.104973631477655,8.7890625,5.491357011707405e-07,4.601066805160812e-07,8.593360665160745e-07,1.868578448202896e-06
9.307306378843826,8.984375,5.355355949474661e-07,4.341235579300329e-07,9.84049123876038e-07,1.953708276753537e-06
9.509639126209995,9.179687499999998,4.573157424508712e-07,4.638420977376928e-07,1.1253914121778056e-06,2.04654925236637e-06
9.711971873576166,9.375,4.918626524055298e-07,3.92484932368474e-07,1.0656792624298285e-06,1.950026847203832e-06
9.914304620942337,9.5703125,4.840694140568334e-07,4.210389939599443e-07,7.883988147232523e-07,1.69350722274003e-06
10.116637368308506,9.765625,9.495280120897194e-07,5.341657393158813e-07,9.358554617259277e-07,2.419549213131528e-06
10.318970115674677,9.9609375,2.1193724159370187e-06,7.13062822351945e-07,1.2810923618185714e-06,4.113527600107535e-06
10.521302863040846,10.15625,1.0751851465690596e-06,4.899209156589351e-07,9.993687907846318e-07,2.5644748530126266e-06
10.723635610407017,10.351562500000002,5.552533494929275e-07,4.584061712971325e-07,8.735974906253716e-07,1.8872570114154317e-06
10.925968357773186,10.546874999999998,5.56325707307211e-07,5.721167647393163e-07,8.329137747328928e-07,1.96135624677942e-06
11.128301105139357,10.7421875,4.913454618847572e-07,5.592912702223981e-07,9.345008366285041e-07,1.9851375687356593e-06
11.330633852505528,10.9375,3.929510660145557e-07,5.398199250721547e-07,7.856006969715878e-07,1.7183716880582982e-06
11.532966599871697,11.1328125,4.523605383165479e-07,5.186875273863436e-07,9.017239244565956e-07,1.8727719901594871e-06
11.735299347237868,11.328125,4.951909469306794e-07,4.3370537848485135e-07,8.704774802578831e-07,1.7993738056734139e-06
11.937632094604037,11.5234375,5.728785624477163e-07,4.4476062065473237e-07,8.862688377589965e-07,1.9039080208614452e-06
12.139964841970208,11.718750000000002,4.746406462503204e-07,4.907243263157459e-07,1.0055761892761993e-06,1.9709411618422656e-06
12.342297589336377,11.914062499999998,5.286829498630697e-07,4.0073875541278606e-07,1.3102585426401461e-06,2.2396802479160017e-06
12.544630336702548,12.109375,4.5770434514621347e-07,4.740128300098087e-07,1.2692731950548953e-06,2.2009903702109173e-06
12.746963084068717,12.3046875,4.880645645554638e-07,4.000036041721753e-07,1.0575234061035913e-06,1.9455915748312305e-06
12.949295831434888,12.5,5.149174092794088e-07,4.761820492824546e-07,9.356944257451635e-07,1.9267938843070267e-06
13.15162857880106,12.695312500000002,5.083274253954557e-07,6.151532340274276e-07,1.050431109019835e-06,2.1739117684427183e-06
13.353961326167228,12.890624999999998,5.957104047733299e-07,6.720688656547673e-07,1.0807724063068192e-06,2.3485516767349166e-06
13.5562940735334,13.0859375,5.83021351535357e-07,4.5128356483685305e-07,1.1214011333700693e-06,2.1557060497422793e-06
