window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,method,threshold,score,prediction,decision,error,model_core_ns,transfer_in_ns,transfer_out_ns,score_and_other_overhead_ns,standardization_ns,scorer_call_ns,decision_monotonic_ns,dequeue_to_decision_ns,dequeue_monotonic_ns,complete_to_decision_ns,assembly_ns,queue_wait_ns,logging_monotonic_ns,trial,mode,repeat
96,49544,49672,100515504218189,100516114881091,239.337374539,239.948037441,True,[],rms,1.2747695377144315,1.0135647786143553,0,NORMAL,,39186,0,0,1259,94056,55926,100516120161255,154815,100516120006440,5280164,5063534,61815,100516120168718,sensor_live_rms_01,sensor_live,1
97,49672,49800,100516121783773,100516734079878,239.954940123,240.567236228,True,[],rms,1.2747695377144315,1.0174094486163225,0,NORMAL,,42130,0,0,1333,98167,60019,100516739726894,163482,100516739563412,5647016,5420423,63111,100516739735264,sensor_live_rms_01,sensor_live,1
98,49800,49928,100516741311208,100517351436240,240.574467558,241.18459259,True,[],rms,1.2747695377144315,1.0429952454336833,0,NORMAL,,41518,0,0,1463,100463,59352,100517357031590,165241,100517356866349,5595350,5368572,61537,100517357040349,sensor_live_rms_01,sensor_live,1
99,49928,50056,100517358614885,100517969375455,241.191771235,241.802531805,True,[],rms,1.2747695377144315,1.0560965633515627,0,NORMAL,,41759,0,0,1445,97963,59796,100517974979323,163352,100517974815971,5603868,5379461,61055,100517974987471,sensor_live_rms_01,sensor_live,1
100,50056,50184,100517976557322,100518587580837,241.809713672,242.420737187,True,[],rms,1.2747695377144315,1.0531226761943577,0,NORMAL,,44426,0,0,1241,98111,62537,100518593401297,166259,100518593235038,5820460,5579368,74833,100518593409982,sensor_live_rms_01,sensor_live,1
101,50184,50312,100518594985148,100519206098219,242.428141498,243.039254569,True,[],rms,1.2747695377144315,1.0567392620216847,0,NORMAL,,40851,0,0,1335,93241,58167,100519211762679,156426,100519211606253,5664460,5447090,60944,100519211770605,sensor_live_rms_01,sensor_live,1
102,50312,50440,100519213348030,100519824125249,243.04650438,243.657281599,True,[],rms,1.2747695377144315,1.0328768499288035,0,NORMAL,,43185,0,0,1333,96241,60648,100519829788821,162111,100519829626710,5663572,5440609,60852,100519829796580,sensor_live_rms_01,sensor_live,1
103,50440,50568,100519831379005,100520441086874,243.664535355,244.274243224,True,[],rms,1.2747695377144315,1.0410932361549459,0,NORMAL,,43685,0,0,1427,104204,62056,100520447045612,171704,100520446873908,5958738,5716719,70315,100520447054130,sensor_live_rms_01,sensor_live,1
104,50568,50696,100520448622796,100521060545979,244.281779146,244.893702329,True,[],rms,1.2747695377144315,1.1071117370664594,0,NORMAL,,40130,0,0,1481,95093,58129,100521066080772,158296,100521065922476,5534793,5313905,62592,100521066088365,sensor_live_rms_01,sensor_live,1
105,50696,50824,100521067661772,100521677739881,244.900818122,245.510896231,True,[],rms,1.2747695377144315,1.0519142938616748,0,NORMAL,,41592,0,0,1353,95037,59000,100521683362823,159074,100521683203749,5622942,5403887,59981,100521683370842,sensor_live_rms_01,sensor_live,1
106,50824,50952,100521684950211,100522297066747,245.518106561,246.130223097,True,[],rms,1.2747695377144315,1.023479175856279,0,NORMAL,,42074,0,0,1556,95037,59482,100522302666522,159926,100522302506596,5599775,5378330,61519,100522302674133,sensor_live_rms_01,sensor_live,1
107,50952,51080,100522304249262,100522913430947,246.137405612,246.746587297,True,[],rms,1.2747695377144315,1.0840151569482377,0,NORMAL,,45148,0,0,1445,104296,64148,100522919428426,173741,100522919254685,5997479,5749608,74130,100522919436889,sensor_live_rms_01,sensor_live,1
108,51080,51208,100522920996980,100523532241387,246.75415333,247.365397737,True,[],rms,1.2747695377144315,1.031691667952028,0,NORMAL,,45481,0,0,1593,104426,65166,100523538290199,175000,100523538115199,6048812,5808442,65370,100523538298607,sensor_live_rms_01,sensor_live,1
109,51208,51336,100523539864680,100524150540865,247.37302103,247.983697215,True,[],rms,1.2747695377144315,1.0750757609848212,0,NORMAL,,40371,0,0,1351,103759,58000,100524156102085,166796,100524155935289,5561220,5334924,59500,100524156109511,sensor_live_rms_01,sensor_live,1
110,51336,51464,100524157686973,100524768884733,247.990843323,248.602041083,True,[],rms,1.2747695377144315,1.0355392188237924,0,NORMAL,,43537,0,0,1426,107037,61926,100524774736860,174371,100524774562489,5852127,5617756,60000,100524774745693,sensor_live_rms_01,sensor_live,1
111,51464,51592,100524776313785,100525386647341,248.609470135,249.219803691,True,[],rms,1.2747695377144315,1.0593940626032625,0,NORMAL,,40351,0,0,1315,94870,57019,100525392266376,156963,100525392109413,5619035,5403831,58241,100525392273913,sensor_live_rms_01,sensor_live,1
112,51592,51720,100525393854153,100526003985062,249.227010503,249.837141412,True,[],rms,1.2747695377144315,1.039224700738786,0,NORMAL,,41055,0,0,1390,93945,58037,100526009693115,157093,100526009536022,5708053,5486590,64370,100526009700393,sensor_live_rms_01,sensor_live,1
113,51720,51848,100526011276744,100526622634838,249.844433094,250.455791188,True,[],rms,1.2747695377144315,1.0352339394929624,0,NORMAL,,44278,0,0,1407,102463,63037,100526628740076,170760,100526628569316,6105238,5861293,73185,100526628748353,sensor_live_rms_01,sensor_live,1
114,51848,51976,100526630311519,100527241095688,250.463467869,251.074252038,True,[],rms,1.2747695377144315,0.9901063712518343,0,NORMAL,,40574,0,0,1297,94963,57944,100527246709167,157667,100527246551500,5613479,5396424,59388,100527246716685,sensor_live_rms_01,sensor_live,1
115,51976,52104,100527248299314,100527859470835,251.081455664,251.692627185,True,[],rms,1.2747695377144315,1.0508614743665916,0,NORMAL,,42333,0,0,1537,101223,60481,100527865490351,166741,100527865323610,6019516,5788961,63814,100527865498073,sensor_live_rms_01,sensor_live,1
116,52104,52232,100527867070091,100528476182854,251.700226441,252.309339204,True,[],rms,1.2747695377144315,1.0544290667515888,0,NORMAL,,41685,0,0,1537,98574,59019,100528482071296,162537,100528481908759,5888442,5661886,64019,100528482079073,sensor_live_rms_01,sensor_live,1
117,52232,52360,100528483654851,100529094640687,252.316811201,252.927797037,True,[],rms,1.2747695377144315,1.0155777373335286,0,NORMAL,,40686,0,0,1574,96630,57944,100529100323666,159611,100529100164055,5682979,5462887,60481,100529100331111,sensor_live_rms_01,sensor_live,1
118,52360,52488,100529101901777,100529712089336,252.935058127,253.545245686,True,[],rms,1.2747695377144315,1.0425945499153146,0,NORMAL,,40185,0,0,1260,97259,57074,100529717731648,159055,100529717572593,5642312,5417016,66241,100529717739093,sensor_live_rms_01,sensor_live,1
119,52488,52616,100529719308185,100530330224189,253.552464535,254.163380539,True,[],rms,1.2747695377144315,1.0384960996169739,0,NORMAL,,41704,0,0,1370,109315,59000,100530336113149,173204,100530335939945,5888960,5653608,62148,100530336121279,sensor_live_rms_01,sensor_live,1
120,52616,52744,100530337690074,100530948808690,254.170846424,254.78196504,True,[],rms,1.2747695377144315,1.0744867557264859,0,NORMAL,,41075,0,0,1258,99648,58963,100530954799854,163815,100530954636039,5991164,5743960,83389,100530954807132,sensor_live_rms_01,sensor_live,1
121,52744,52872,100530956359131,100531567655302,254.789515481,255.400811652,True,[],rms,1.2747695377144315,1.0220677872750015,0,NORMAL,,39019,0,0,1295,93630,55240,100531573252466,153574,100531573098892,5597164,5383683,59907,100531573259615,sensor_live_rms_01,sensor_live,1
122,52872,53000,100531574848984,100532185711878,255.408005334,256.018868228,True,[],rms,1.2747695377144315,1.0894718502239644,0,NORMAL,,40518,0,0,1316,97667,57593,100532191599024,160000,100532191439024,5887146,5663979,63167,100532191606302,sensor_live_rms_01,sensor_live,1
123,53000,53128,100532193187616,100532802156937,256.026343966,256.635313287,True,[],rms,1.2747695377144315,1.082027990828432,0,NORMAL,,40203,0,0,1279,97167,56907,100532807972305,159111,100532807813194,5815368,5593627,62630,100532807980083,sensor_live_rms_01,sensor_live,1
124,53128,53256,100532809564730,100533420716384,256.64272108,257.253872734,True,[],rms,1.2747695377144315,1.0717066951180572,0,NORMAL,,41981,0,0,1463,99111,59352,100533426715437,163500,100533426551937,5999053,5771220,64333,100533426723141,sensor_live_rms_01,sensor_live,1
125,53256,53384,100533428297566,100534039002554,257.261453916,257.872158904,True,[],rms,1.2747695377144315,1.078071254121117,0,NORMAL,,40907,0,0,1390,96833,58574,100534044859052,160315,100534044698737,5856498,5633479,62704,100534044867293,sensor_live_rms_01,sensor_live,1
126,53384,53512,100534046447125,100534657336614,257.879603475,258.490492964,True,[],rms,1.2747695377144315,1.1170122923920447,0,NORMAL,,41278,0,0,1370,99333,58445,100534663260963,162907,100534663098056,5924349,5688682,72760,100534663268741,sensor_live_rms_01,sensor_live,1
127,53512,53640,100534664827462,100535274176452,258.497983812,259.107332802,True,[],rms,1.2747695377144315,1.0317274297060182,0,NORMAL,,40648,0,0,1333,97592,57759,100535279869227,160259,100535279708968,5692775,5472349,60167,100535279876912,sensor_live_rms_01,sensor_live,1
128,53640,53768,100535281456652,100535892221216,259.114613002,259.725377566,True,[],rms,1.2747695377144315,1.0642782762593872,0,NORMAL,,39259,0,0,1333,92074,57129,100535897419991,154037,100535897265954,5198775,4979331,65407,100535897428010,sensor_live_rms_01,sensor_live,1
129,53768,53896,100535899007139,100536511880609,259.732163489,260.345036959,True,[],rms,1.2747695377144315,1.0203899998376633,0,NORMAL,,45926,0,0,1445,110611,64611,100536517944976,180796,100536517764180,6064367,5807794,75777,100536517953847,sensor_live_rms_01,sensor_live,1
130,53896,54024,100536519504235,100537128677004,260.352660585,260.961833354,True,[],rms,1.2747695377144315,1.1099291873861734,0,NORMAL,,43593,0,0,1351,101426,61556,100537134570205,168333,100537134401872,5893201,5659701,65167,100537134578001,sensor_live_rms_01,sensor_live,1
131,54024,54152,100537136148223,100537747047454,260.969304573,261.580203804,True,[],rms,1.2747695377144315,1.0580141254308462,0,NORMAL,,43278,0,0,1426,100408,61685,100537752934081,167241,100537752766840,5886627,5654868,64518,100537752942859,sensor_live_rms_01,sensor_live,1
132,54152,54280,100537754513525,100538365343386,261.587669875,262.198499736,True,[],rms,1.2747695377144315,1.0693210513699634,0,NORMAL,,43296,0,0,1481,98018,61833,100538371199402,165407,100538371033995,5856016,5625886,64723,100538371207976,sensor_live_rms_01,sensor_live,1
133,54280,54408,100538372782179,100538984077485,262.205938529,262.817233835,True,[],rms,1.2747695377144315,1.0623015349160005,0,NORMAL,,42518,0,0,1408,99537,60278,100538989996779,164722,100538989832057,5919294,5691609,62963,100538990004575,sensor_live_rms_01,sensor_live,1
134,54408,54536,100538991584593,100539600657234,262.824740943,263.433813584,True,[],rms,1.2747695377144315,1.0839133037601993,0,NORMAL,,41037,0,0,1537,96278,59111,100539606478657,160537,100539606318120,5821423,5594479,66407,100539606486361,sensor_live_rms_01,sensor_live,1
135,54536,54664,100539608066878,100540218947463,263.441223228,264.052103813,True,[],rms,1.2747695377144315,1.004178222828089,0,NORMAL,,41907,0,0,1408,97685,58760,100540224830998,161482,100540224669516,5883535,5656664,65389,100540224839312,sensor_live_rms_01,sensor_live,1
136,54664,54792,100540226417312,100540837695267,264.059573662,264.670851617,True,[],rms,1.2747695377144315,1.0586812663415586,0,NORMAL,,39334,0,0,1407,92519,56777,100540843350968,154222,100540843196746,5655701,5437553,63926,100540843358802,sensor_live_rms_01,sensor_live,1
137,54792,54920,100540844948301,100541456293608,264.678104651,265.289449958,True,[],rms,1.2747695377144315,1.0851978483945561,0,NORMAL,,41296,0,0,1667,92167,59000,100541461946328,156463,100541461789865,5652720,5426906,69351,100541461954180,sensor_live_rms_01,sensor_live,1
138,54920,55048,100541463546457,100542072888637,265.296702807,265.906044987,True,[],rms,1.2747695377144315,1.088531156455559,0,NORMAL,,38740,0,0,1389,92815,55796,100542078498319,153370,100542078344949,5609682,5386071,70241,100542078505967,sensor_live_rms_01,sensor_live,1
139,55048,55176,100542080102411,100542691171868,265.913258761,266.524328218,True,[],rms,1.2747695377144315,1.0743473158126446,0,NORMAL,,39556,0,0,1444,91259,56777,100542696751939,152759,100542696599180,5580071,5357312,70000,100542696759625,sensor_live_rms_01,sensor_live,1
140,55176,55304,100542698349476,100543309248322,266.531505826,267.142404672,True,[],rms,1.2747695377144315,1.0917685914612558,0,NORMAL,,40037,0,0,1426,94519,57963,100543314828727,157408,100543314671319,5580405,5354331,68666,100543314836949,sensor_live_rms_01,sensor_live,1
141,55304,55432,100543316423504,100543927507184,267.149579854,267.760663534,True,[],rms,1.2747695377144315,1.0314460301921162,0,NORMAL,,39629,0,0,1779,97074,58722,100543933154848,160963,100543932993885,5647664,5410256,76445,100543933163051,sensor_live_rms_01,sensor_live,1
142,55432,55560,100543934736421,100544546193675,267.767892771,268.379350025,True,[],rms,1.2747695377144315,1.0411092695722683,0,NORMAL,,42778,0,0,1389,100445,61167,100544552222858,167260,100544552055598,6029183,5783701,78222,100544552231321,sensor_live_rms_01,sensor_live,1
143,55560,55688,100544553799857,100545162966316,268.386956207,268.996122666,True,[],rms,1.2747695377144315,1.0869923156847374,0,NORMAL,,44241,0,0,1444,107259,63889,100545168841999,176685,100545168665314,5875683,5625738,73260,100545168850721,sensor_live_rms_01,sensor_live,1
144,55688,55816,100545170409183,100545781436290,269.003565533,269.61459264,True,[],rms,1.2747695377144315,1.041993533110268,0,NORMAL,,42686,0,0,1444,102426,60926,100545787380547,168741,100545787211806,5944257,5686905,88611,100545787388880,sensor_live_rms_01,sensor_live,1
145,55816,55944,100545788939879,100546400026394,269.622096229,270.233182744,True,[],rms,1.2747695377144315,1.0547859283646077,0,NORMAL,,43129,0,0,1538,102518,62203,100546406034317,170481,100546405863836,6007923,5766905,70537,100546406042540,sensor_live_rms_01,sensor_live,1
146,55944,56072,100546407602187,100547018608424,270.240758537,270.851764774,True,[],rms,1.2747695377144315,1.047542053928243,0,NORMAL,,42444,0,0,1575,101796,60630,100547024546959,167907,100547024379052,5938535,5700091,70537,100547024554644,sensor_live_rms_01,sensor_live,1
147,56072,56200,100547026130477,100547637035511,270.859286827,271.470191861,True,[],rms,1.2747695377144315,1.1316769740515884,0,NORMAL,,41629,0,0,1426,98852,59055,100547642917860,163352,100547642754508,5882349,5654849,64148,100547642925823,sensor_live_rms_01,sensor_live,1
148,56200,56328,100547644504267,100548253514265,271.477660617,272.086670615,True,[],rms,1.2747695377144315,1.0931978488255931,0,NORMAL,,41463,0,0,1407,98537,58741,100548259398966,162315,100548259236651,5884701,5659498,62888,100548259406799,sensor_live_rms_01,sensor_live,1
149,56328,56456,100548260987743,100548872044019,272.094144093,272.705200369,True,[],rms,1.2747695377144315,1.048710566025126,0,NORMAL,,43130,0,0,1518,100555,60537,100548878056813,166037,100548877890776,6012794,5784775,61982,100548878065090,sensor_live_rms_01,sensor_live,1
150,56456,56584,100548879635034,100549490784791,272.712791384,273.323941141,True,[],rms,1.2747695377144315,1.0886407120597301,0,NORMAL,,44908,0,0,1611,108852,63982,100549496878826,178445,100549496700381,6094035,5822794,92796,100549496887233,sensor_live_rms_01,sensor_live,1
151,56584,56712,100549498415936,100550108010232,273.331572286,273.941166582,True,[],rms,1.2747695377144315,1.0407624186903963,0,NORMAL,,40445,0,0,1629,95204,59537,100550113747155,159815,100550113587340,5736923,5507405,69703,100550113755692,sensor_live_rms_01,sensor_live,1
152,56712,56840,100550115338599,100550726647005,273.948494949,274.559803355,True,[],rms,1.2747695377144315,1.0502877239312611,0,NORMAL,,43260,0,0,1444,100167,61703,100550732670132,166907,100550732503225,6023127,5790609,65611,100550732678206,sensor_live_rms_01,sensor_live,1
153,56840,56968,100550734248391,100551345262075,274.567404741,275.178418425,True,[],rms,1.2747695377144315,1.0639108346099606,0,NORMAL,,44592,0,0,1519,102314,63629,100551351215554,171203,100551351044351,5953479,5719072,63204,100551351223795,sensor_live_rms_01,sensor_live,1
154,56968,57096,100551352790924,100551962370239,275.185947274,275.795526589,True,[],rms,1.2747695377144315,1.0577992511021348,0,NORMAL,,44500,0,0,1778,102166,63204,100551968316681,170870,100551968145811,5946442,5710294,65278,100551968325163,sensor_live_rms_01,sensor_live,1
155,57096,57224,100551969895254,100552580955292,275.803051604,276.414111642,True,[],rms,1.2747695377144315,1.0266223150916103,0,NORMAL,,44333,0,0,1834,101444,62815,100552586868863,169611,100552586699252,5913571,5681330,62630,100552586877196,sensor_live_rms_01,sensor_live,1
156,57224,57352,100552588450881,100553199567215,276.421607231,277.032723565,True,[],rms,1.2747695377144315,1.0263625860486287,0,NORMAL,,46055,0,0,1445,106908,64907,100553205618212,177352,100553205440860,6050997,5788386,85259,100553205626768,sensor_live_rms_01,sensor_live,1
157,57352,57480,100553207162952,100553816525213,277.040319302,277.649681563,True,[],rms,1.2747695377144315,1.0941723921285589,0,NORMAL,,42093,0,0,1536,99944,60852,100553822244248,166185,100553822078063,5719035,5481739,71111,100553822253359,sensor_live_rms_01,sensor_live,1
158,57480,57608,100553823816914,100554434890100,277.656973264,278.26804645,True,[],rms,1.2747695377144315,1.076721662666949,0,NORMAL,,44389,0,0,1519,104204,62704,100554440882450,172056,100554440710394,5992350,5758127,62167,100554440892116,sensor_live_rms_01,sensor_live,1
159,57608,57736,100554442456208,100555053742210,278.275612558,278.88689856,True,[],rms,1.2747695377144315,1.0937224488849808,0,NORMAL,,41926,0,0,1370,98204,59945,100555059479319,163167,100555059316152,5737109,5515331,58611,100555059487596,sensor_live_rms_01,sensor_live,1
160,57736,57864,100555061060336,100555670098117,278.894216686,279.503254467,True,[],rms,1.2747695377144315,1.0677972623087901,0,NORMAL,,53796,0,0,1482,103092,72704,100555676046596,181333,100555675865263,5948479,5704553,62593,100555676055466,sensor_live_rms_01,sensor_live,1
161,57864,57992,100555677611651,100556289361190,279.510768001,280.12251754,True,[],rms,1.2747695377144315,1.046448235051554,0,NORMAL,,41852,0,0,1556,102204,61408,100556295066725,169093,100556294897632,5705535,5459053,77389,100556295075206,sensor_live_rms_01,sensor_live,1
162,57992,58120,100556296644446,100556908082320,280.129800796,280.74123867,True,[],rms,1.2747695377144315,1.0298379897100303,0,NORMAL,,43093,0,0,1611,99166,61426,100556913765706,166296,100556913599410,5683386,5448608,68482,100556913779150,sensor_live_rms_01,sensor_live,1
163,58120,58248,100556915393909,100557524524006,280.748550259,281.357680356,True,[],rms,1.2747695377144315,1.0970103489834966,0,NORMAL,,42925,0,0,1742,103518,61815,100557530440114,170555,100557530269559,5916108,5682534,63019,100557530448262,sensor_live_rms_01,sensor_live,1
